restaurant,date,menu_categories_id,id,name,file_path,logo_path,variation_data_id,variation_data_name,variation_data_price
"bonchon",2023-12-16 00:00:00.0000000,2407962,19408677,"Beef Bulgogi Noodle Soup","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s",22857180,,100
"bonchon",2024-02-12 00:00:00.0000000,2407962,19408677,"Beef Bulgogi Noodle Soup","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s",22857180,,80
"bonchon",2023-11-28 00:00:00.0000000,3352819,19408677,"Beef Bulgogi Noodle Soup","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/20181031.jpg?width=%s",22857180,,95
"bonchon",2022-09-23 00:00:00.0000000,2074080,19046703,"Crispy Mango Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,62.399999999999999
"bonchon",2022-10-11 00:00:00.0000000,2074080,19046703,"Crispy Mango Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,78
"bonchon",2022-11-09 00:00:00.0000000,2074080,19046703,"Crispy Mango Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,80
"bonchon",2022-12-15 00:00:00.0000000,2074080,19046703,"Crispy Mango Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,92
"bonchon",2023-02-06 00:00:00.0000000,2074080,19046703,"Crispy Mango Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,73.599999999999994
"bonchon",2023-11-28 00:00:00.0000000,2074080,19046703,"Mango Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,100
"bonchon",2023-12-16 00:00:00.0000000,2074080,19046703,"Mango Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,104
"bonchon",2024-02-12 00:00:00.0000000,2074080,19046703,"Mango Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,83.200000000000003
"bonchon",2024-03-14 00:00:00.0000000,2074080,19046703,"Mango Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/19037580.jpg?width=%s",22438456,,84.799999999999997
"bonchon",2022-09-23 00:00:00.0000000,2074080,21241892,"Strawberry Chocolate Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s",24981645,,62.399999999999999
"bonchon",2022-10-11 00:00:00.0000000,2074080,21241892,"Strawberry Chocolate Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s",24981645,,78
"bonchon",2022-12-15 00:00:00.0000000,2074080,21241892,"Strawberry Chocolate Crispy Crepe","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/21222441.jpg?width=%s",24981645,,92
